@relation bank_marketing_no

@attribute age {20-below,21-30s,40s,50s,60-70s,71-above}
@attribute job {student,management,services,blue-collar,technician,admin.,housemaid,entrepreneur,unemployed,self-employed,unknown,retired}
@attribute marital {single,married,divorced}
@attribute education {primary,unknown,tertiary,secondary}
@attribute default_credit {no,yes}
@attribute balance {zero,10k-40k,1k-2k,3k-4k,50k-above,5k-9k,below-1k,negative}
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute call_duration {100-500s,100s-below,500-1k,1k-above}
@attribute past_marketing {failure,unknown,other,success}

@data
21-30s,technician,single,tertiary,no,below-1k,yes,no,500-1k,unknown
21-30s,housemaid,married,tertiary,no,below-1k,yes,yes,500-1k,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,500-1k,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,500-1k,unknown
21-30s,technician,divorced,secondary,no,below-1k,yes,yes,500-1k,unknown
21-30s,technician,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,entrepreneur,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,entrepreneur,divorced,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,divorced,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,unemployed,single,primary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,student,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,divorced,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,unemployed,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,unemployed,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,self-employed,divorced,tertiary,no,below-1k,no,yes,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,entrepreneur,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,student,divorced,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,student,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,unknown,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,entrepreneur,married,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,entrepreneur,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,unemployed,single,primary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,divorced,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,unemployed,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,yes,100-500s,unknown
21-30s,housemaid,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,unknown,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,self-employed,single,tertiary,no,below-1k,no,yes,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,retired,single,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,self-employed,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,entrepreneur,married,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,entrepreneur,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,no,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,housemaid,single,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,unemployed,married,primary,no,below-1k,no,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,self-employed,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,unemployed,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,self-employed,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,self-employed,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,single,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,self-employed,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,retired,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,divorced,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,divorced,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,unemployed,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,divorced,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,entrepreneur,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,student,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,unknown,no,below-1k,no,no,100-500s,unknown
21-30s,technician,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,unemployed,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,self-employed,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,student,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,student,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,unemployed,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,admin.,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,unknown,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,housemaid,married,primary,no,below-1k,no,yes,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,unemployed,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,divorced,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,divorced,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,housemaid,divorced,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,unemployed,single,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,primary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,entrepreneur,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,self-employed,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,housemaid,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,entrepreneur,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,admin.,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,secondary,yes,below-1k,yes,no,100-500s,unknown
21-30s,technician,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,yes,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,student,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,divorced,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,self-employed,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,no,yes,100-500s,unknown
21-30s,admin.,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,entrepreneur,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,divorced,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,management,divorced,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,secondary,yes,below-1k,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,student,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,self-employed,married,primary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,single,tertiary,no,below-1k,no,yes,100-500s,unknown
21-30s,management,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,unemployed,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,housemaid,married,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,housemaid,single,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,self-employed,married,tertiary,no,below-1k,yes,yes,100-500s,unknown
21-30s,student,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,housemaid,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,self-employed,single,primary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,unknown,yes,below-1k,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,self-employed,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,divorced,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,divorced,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,single,unknown,no,below-1k,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,married,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,services,married,secondary,no,below-1k,no,yes,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,yes,100-500s,unknown
21-30s,technician,married,secondary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,yes,100-500s,unknown
21-30s,blue-collar,married,primary,no,below-1k,yes,no,100-500s,unknown
21-30s,services,married,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,unemployed,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,below-1k,yes,no,100-500s,unknown
21-30s,management,divorced,tertiary,no,below-1k,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,below-1k,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,below-1k,yes,yes,100-500s,unknown
